"YKL105C_dma2844" "YJL012C_dma2460" "YMR020W_dma3647" "YOL150C_dma4408" "YDR502C_dma5259" "YBL010C_dma88" "YJL060W_dma2477" "YMR326C_dma3914" "YIL035C_dma2280" "YDR169C_dma955" "YBR170C_dma336" "YFL007W_dma5286" "YFL006W_dma1487" "YPL239W_dma4962" "YGL085W_dma1667" "YOR105W_dma4532" "YDL033C_dma630" "YBR044C_dma206" "YCR063W_dma586" "YHR049W_dma2118" "YKL148C_dma2862" "YLL041C_dma3054" "YOL071W_dma4366" "YPL262W_dma5014" "YDR178W_dma951" "YDL124W_dma699" "YBR230C_dma401" "YOL055C_dma4334" "YER132C_dma1423" "YDL114W_dma706" "YCL013W_dma475" "YDR516C_dma1233" "YOR092W_dma4517" "YOL126C_dma4395" "YCL028W_dma501" "YER072W_dma1375" "YDR475C_dma1192" "YER042W_dma1337" "YHR016C_dma2098" "YKL151C_dma2859" "YKL149C_dma2861" "YOL064C_dma4348" "YJL121C_dma2516" "YJL120W_dma5179" "YLR089C_dma3191" "YHR139C-A_dma2176" "YGR212W_dma1978" "YOL086C_dma5363" "YOL087C_dma4380" "YCL025C_dma469" "YIR023W_dma2435" "YBR289W_dma449" "YHL025W_dma2060" "YJL175W_dma2564" "YDR463W_dma1199" "YBR068C_dma231" "YHR006W_dma2080" "YFL049W_dma1504" "YDR073W_dma888" "YDR128W_dma915" "YBL104C_dma173" "YKL176C_dma2888" "YML121W_dma3622" "YKR007W_dma2921" "YBR076W_dma247" "YDR508C_dma1216" "YDR509W_dma1215" "YMR304W_dma3909" "YLR436C_dma3485" "YDL172C_dma735" "YDL173W_dma734" "YHR178W_dma2213" "YGL023C_dma1597" "YJR066W_dma5319" "YJR139C_dma2730" "YDR157W_dma939" "YER052C_dma1350" "YDR158W_dma938" "YOR184W_dma4596" "YGR208W_dma1958" "YHR009C_dma2079" "YCL062W_dma521" "YCL063W_dma520" "YJL057C_dma2480" "YOR333C_dma5347" "YOR334W_dma4739" "YPL060W_dma4801" "YKL106W_dma2843" "YLR374C_dma3419" "YLR373C_dma3420" "YGR071C_dma1840" "YMR085W_dma3674" "YGL202W_dma1739" "YIL012W_dma2251" "YKR099W_dma3018" "YDL106C_dma688" "YDL181W_dma749" "YDL182W_dma748" "YDL183C_dma747" "YBR291C_dma447" "YDL131W_dma715" "YOL067C_dma4346" "YGL252C_dma1770" "YOL027C_dma4299" "YNL037C_dma3972" "YOR135C_dma4556" "YOR136W_dma4555" "YNL063W_dma3980" "YNR055C_dma4270" "YGL059W_dma1621" "YOR276W_dma4676" "YOR277C_dma4675" "YOR197W_dma4631" "YKL171W_dma2891" "YGL051W_dma1627" "YGR268C_dma2011" "YOR255W_dma4666" "YMR247C_dma3860" "YDL175C_dma755" "YPR157W_dma5144" "YOL107W_dma4388" "YPL200W_dma4941" "YBR040W_dma210" "YLL019C_dma3044" "YLL020C_dma3043" "YDR436W_dma1167" "YMR265C_dma3868" "YLR020C_dma3111" "YNR047W_dma4252" "YHR132W-A_dma2161" "YLR219W_dma3286" "YOL136C_dma4413" "YNL156C_dma4052" "YPL187W_dma4928" "YPL208W_dma4934" "YLR450W_dma3497" "YML075C_dma3580" "YGR282C_dma2005" "YML017W_dma3519" "YJR131W_dma2735" "YJR150C_dma2745" "YIL037C_dma2278" "YOR029W_dma4463" "YNL045W_dma3967" "YOL114C_dma4404" "YGL199C_dma1718" "YOL109W_dma4386" "YNL104C_dma4015" "YMR104C_dma3707" "YJR116W_dma2702" "YHR195W_dma2225" "YHR176W_dma2214" "YKL005C_dma2740" "YDR476C_dma1191" "YJR125C_dma2718" "YGR256W_dma1994" "YNL115C_dma4010" "YFL033C_dma5267" "YJL162C_dma2550" "YKR102W_dma3015" "YKL221W_dma2926" "YLR118C_dma3216" "YPL245W_dma4958" "YBR149W_dma305" "YBR186W_dma345" "YBR008C_dma189" "YCR106W_dma623" "YHR143W_dma2173" "YDR479C_dma1190" "YLR324W_dma3368" "YIL114C_dma2361" "YLR012C_dma3119" "YMR302C_dma3889" "YLL051C_dma3091" "YIR035C_dma2447" "YJR010W_dma2607" "YJR096W_dma2669" "YJL161W_dma2551" "YHR153C_dma2191" "YIL113W_dma2362" "YMR095C_dma3691" "YMR096W_dma3690" "YBR218C_dma367" "YOR316C_dma4725" "YJL065C_dma2474" "YJL064W_dma2475" "YOR304W_dma4700" "YGL133W_dma1691" "YOR097C_dma4514" "YPR063C_dma5074" "YKL174C_dma2890" "YOL155C_dma4427" "YOL159C_dma4425" "YNL134C_dma4042" "YOL158C_dma4426" "YMR145C_dma3756" "YKL178C_dma2886" "YHR103W_dma2139" "YKL163W_dma2874" "YDL168W_dma739"
"YER099C_sn4355" 0.3563 -0.131 0.40925 -0.257 -0.547 -0.3343 0.5274 -0.2583 0.5634 0.8692 -0.45055 -0.64135 0.0528 -0.01935 0.2103 -0.3194 0.8486 0.7283 0.0594000000000001 0.0869500000000001 -0.65475 0.158 -0.74055 0.18415 0.8457 -0.6829 0.1589 -0.8976 0.46175 0.19625 -0.4431 -0.45595 0.14895 0.2809 0.8071 -0.2467 0.304 0.10745 -0.8757 -0.7652 -0.2456 0.5721 0.0603 0.14465 0.8122 -0.5993 0.35265 0.66535 -0.2919 0.5384 0.5496 0.93195 0.24145 -0.4157 0.50845 0.4203 0.35965 0.78025 0.5144 0.9167 -0.0652499999999999 -0.14715 -0.5506 0.2043 -0.7193 -0.5786 -0.0547 -0.42475 -0.67075 -0.9034 -0.4302 0.0255000000000001 -0.7004 -0.73725 0.3622 -0.2789 -0.3796 0.928 0.36265 0.0662500000000001 0.81485 0.96165 0.5806 -0.6453 0.402 -0.66005 0.60905 0.98615 -0.06075 0.7117 -0.30725 -0.2969 -0.6718 -0.88055 0.0819000000000001 -0.5687 0.97765 0.0263 -0.1021 -0.3744 0.56845 -0.01645 -0.81075 -0.0356 0.5194 -0.837 -0.0518999999999999 0.43465 -0.6712 0.1496 -0.1072 0.3905 0.8043 0.14625 0.91195 0.57815 -0.07505 0.0756000000000001 -0.12635 0.4887 0.54 -0.6482 0.2641 0.2199 0.16745 0.90665 0.0126500000000001 -0.6329 -0.1214 -0.71915 0.19195 -0.0310999999999999 0.00385000000000013 -0.069 -0.0145999999999999 -0.95165 0.4516 0.89465 -0.87485 -0.7271 -0.79815 -0.6557 -0.0766 -0.06685 -0.94755 -0.80685 0.8402 -0.96305 -0.87 0.37195 -0.0143 -0.61765 0.7259 0.9807 -0.17635 -0.139 0.7896 0.5323 0.43 -0.74215 0.38715 -0.14835 -0.28685 -0.7862 -0.2991 -0.0570999999999999 0.06575 -0.49195 0.799 0.1427 -0.8865 -0.0332 0.3662 0.69 0.02475 0.61375 -0.59945 0.9089 -0.1671 0.1616 0.8486 0.61905 0.16865 0.52405 0.33725 0.72915 0.25395 0.8304 0.71255 0.40255 -0.26665 0.6269 -0.00224999999999997 0.86795 0.24265 0.5073 0.59965 0.0665500000000001 0.07965 0.32755
"YMR201C_sn1507" 0.2556 0.4819 -0.97665 -0.18775 0.2051 0.84125 0.77145 -0.9094 -0.90375 -0.2487 -0.59745 -0.0484 0.587 0.665 0.63525 0.1212 0.96145 0.7646 0.81935 -0.43565 0.81495 0.5953 0.8081 0.32385 0.8826 -0.7074 -0.39545 0.18555 -0.93495 0.7148 -0.19595 -0.2984 -0.90875 0.7778 -0.1758 -0.4498 -0.56035 0.0431000000000001 -0.49815 0.0619000000000001 -0.35305 -0.76095 0.5488 -0.9835 0.21615 0.24825 0.52575 0.44105 0.37755 0.4213 -0.6629 0.28015 -0.9316 -0.99545 0.7296 0.98685 -0.60715 -0.79585 0.5822 -0.4965 0.5395 -0.0367499999999999 0.19855 0.3023 0.0889500000000001 -0.71665 0.0382500000000001 0.74835 -0.26335 -0.3259 0.4419 -0.9899 -0.3681 0.9605 -0.3255 -0.0475 -0.29135 -0.8631 -0.86705 -0.9191 -0.89145 0.22885 0.36175 0.6906 -0.0428999999999999 0.23515 -0.7306 -0.7065 0.5042 0.97435 -0.2499 -0.9284 0.18375 -0.6976 0.22125 -0.55305 -0.0113 -0.4299 -0.6076 0.56205 -0.7673 0.9367 0.2152 0.71885 -0.3721 -0.93395 -0.0308999999999999 0.9014 0.1084 0.7137 -0.73395 0.03555 0.44775 -0.49435 -0.85995 -0.38405 -0.51705 0.38625 0.8105 0.05335 -0.8922 -0.1606 0.38 -0.7246 0.95865 -0.0230999999999999 -0.29245 -0.04955 -0.8743 0.0387500000000001 -0.47875 0.2848 -0.4907 0.968 0.2351 0.94455 -0.91555 0.27305 -0.7524 -0.9965 0.15735 -0.80195 -0.11855 -0.4767 0.51155 -0.44285 0.51285 0.34405 0.10985 -0.75805 0.95885 0.52715 -0.702 -0.4354 0.5228 0.35095 0.5208 -0.59185 -0.2119 0.0963500000000002 0.8628 0.94955 -0.36575 0.79735 0.9187 -0.14075 0.90195 0.5258 0.5266 0.54935 -0.5768 -0.7223 -0.5566 -0.82195 0.39305 -0.62785 -0.71435 0.99795 0.19485 -0.81195 0.4389 0.29895 0.19675 0.4946 0.69195 0.79425 -0.3024 0.88915 -0.23235 -0.48805 0.113 0.3125 0.59815 -0.83705 -0.00929999999999997 -0.5284 0.5927 0.28055 0.7623 0.44835
"YLR188W_sn2259" 0.41 0.02525 -0.5533 -0.598 0.25775 -0.62195 0.17325 0.0511000000000001 -0.2248 0.8155 0.49315 -0.8807 0.18455 0.27925 0.087 0.71745 -0.7896 -0.55985 0.2299 0.9717 0.87965 0.46785 -0.92915 -0.03365 0.92575 -0.91575 -0.4789 0.3083 -0.3046 0.21605 -0.23535 -0.7839 -0.17245 -0.18965 -0.5606 -0.99255 0.7258 -0.97735 -0.6376 -0.49125 -0.51225 -0.7371 0.8951 -0.6829 -0.3108 -0.3885 0.36045 -0.8193 -0.02415 0.00580000000000003 0.7816 0.05775 -0.7039 0.58215 -0.61195 -0.93625 0.22235 -0.6819 0.44215 0.68405 -0.14295 -0.1521 0.5923 -0.0456 0.3184 0.21035 -0.8338 -0.47665 -0.9787 -0.97455 -0.0804999999999999 -0.20285 -0.72665 -0.7998 0.1735 0.48195 0.43255 0.4194 -0.1658 -0.6421 -0.9656 -0.9335 -0.2811 0.45985 -0.24205 0.97965 0.18025 0.15625 0.3452 -0.8093 0.86935 0.83455 -0.40125 -0.00574999999999992 -0.7621 -0.87785 -0.5854 -0.7329 -0.1738 0.04705 -0.47335 -0.6149 -0.12905 0.4217 0.8184 0.0406 -0.80085 -0.7138 0.9259 -0.90535 -0.84405 -0.38015 -0.88015 0.55015 -0.83975 -0.40215 0.8736 -0.7127 0.8688 0.2436 0.20835 -0.0715 0.5453 -0.19945 0.3048 -0.8895 0.3313 0.44825 -0.9904 -0.25375 -0.34565 -0.76165 0.31655 -0.70375 -0.57495 -0.09685 -0.3491 -0.0127499999999999 0.7208 0.616 -0.288 -0.71315 -0.73035 0.79605 0.9911 -0.1884 0.3238 -0.42875 0.793 -0.2983 0.5815 -0.7606 0.2558 -0.191 0.39705 0.4236 -0.834 0.22325 -0.2586 -0.1644 -0.53745 -0.7696 0.00140000000000007 0.2054 0.72855 -0.33355 0.2683 -0.89055 0.00144999999999995 0.2098 0.0257499999999999 0.90295 -0.0972999999999999 0.60225 0.8275 0.24995 0.9491 -0.63235 -0.20825 -0.65565 -0.37095 -0.2067 0.3035 0.1573 -0.38675 -0.7952 0.3806 -0.89035 -0.41705 -0.08285 0.8295 0.32005 -0.55305 0.8304 -0.8819 -0.1342 -0.1587 -0.3873 0.00350000000000006 -0.0337499999999999
"YER162C_sn1508" 0.45335 -0.6236 -0.36075 -0.00914999999999999 -0.00149999999999995 -0.81385 0.23175 -0.22325 -0.85825 0.74105 -0.0864999999999999 0.0135000000000001 0.9427 -0.7404 -0.4463 0.58795 0.09135 -0.37695 -0.52005 0.6169 -0.86085 -0.46095 0.576 0.8775 0.1906 -0.89375 -0.7638 -0.343 0.43195 0.41675 0.3951 -0.23955 -0.40775 -0.6989 0.4563 -0.52005 0.44785 0.90265 0.2508 0.58285 -0.1569 -0.21955 -0.95385 -0.06495 -0.415 -0.91545 -0.3271 -0.70095 0.60115 -0.67685 -0.2598 -0.7101 0.1598 0.58015 0.57165 0.5784 0.79285 0.86555 0.19065 -0.07285 0.6063 0.40415 0.29425 -0.569 0.97125 -0.4066 0.98535 0.5873 0.7205 0.32455 -0.9188 0.17945 -0.4755 -0.0328999999999999 0.20675 0.7745 0.00875000000000004 0.9181 -0.4752 -0.83155 -0.0869 0.3474 -0.7162 0.64415 0.6629 0.90755 -0.3793 -0.4472 0.2601 0.5168 -0.81345 -0.9105 -0.3159 -0.70255 -0.19765 -0.9859 0.99685 0.31215 0.772 -0.0892999999999999 -0.2506 -0.67475 0.9661 -0.84985 0.5155 0.7406 -0.29645 -0.6372 0.1736 -0.31055 -0.4233 0.51185 0.65705 -0.6098 -0.9405 0.12005 -0.104 -0.6958 -0.0713499999999999 0.8958 -0.97125 -0.2351 -0.1839 0.0934000000000001 -0.59045 -0.64955 -0.92285 0.8342 0.5908 -0.39725 0.4751 -0.7116 0.26075 0.6913 -0.39765 0.4782 0.91635 -0.82015 0.66065 0.56895 0.17885 0.48885 -0.181 0.72185 -0.38225 0.0569 -0.01135 -0.5921 0.9543 0.8235 0.59685 0.0567500000000001 -0.1296 -0.335 -0.4259 0.50625 0.06755 -0.7474 0.19255 -0.842 -0.5446 -0.30205 0.94015 0.0493000000000001 0.0559000000000001 -0.10175 0.2694 0.25825 0.60655 -0.2891 0.99245 -0.20955 -0.30955 0.148 0.79405 -0.91085 -0.1404 -0.23765 0.34765 0.4047 -0.74545 -0.99755 0.82525 0.9342 -0.13 0.94885 -0.39685 0.8406 0.2946 -0.13715 0.12175 -0.53545 -0.2011 -0.0773999999999999 -0.0268499999999999 0.3003 0.0887500000000001 0.61175 0.07175 -0.6714
"YCL066W_sn4494" 0.93025 0.4923 -0.20885 0.52835 -0.3546 0.66535 -0.7059 -0.4164 0.8141 0.5156 -0.19415 -0.66355 -0.06665 -0.38335 -0.94755 0.63115 0.0417000000000001 -0.8883 -0.62545 -0.7417 0.1435 -0.3077 0.75075 0.6243 0.36315 -0.72095 -0.6499 0.4821 0.7691 0.7642 0.53745 0.99925 -0.45765 -0.7369 0.24615 -0.9842 -0.85655 0.65185 -0.33075 -0.34465 -0.61975 -0.95335 -0.9956 -0.5767 -0.28635 -0.36685 -0.84475 0.1793 -0.52855 -0.63265 -0.7527 0.0994000000000002 0.12175 -0.8951 -0.97495 -0.10815 -0.3682 -0.0327 -0.3776 -0.97195 0.99435 0.9262 0.97275 0.3219 -0.0269999999999999 0.2953 0.98445 0.37095 -0.12405 0.0124500000000001 0.78605 -0.07075 -0.13335 -0.30325 -0.29115 -0.5242 -0.49445 -0.04835 0.2773 -0.07795 0.0482 -0.0198499999999999 0.51665 0.40465 0.9393 -0.85235 0.5845 0.82815 -0.97675 0.22205 0.61705 -0.12575 0.96315 0.3759 -0.9816 -0.97945 0.82025 0.31435 -0.10675 0.60095 0.0486500000000001 0.1625 0.1004 -0.1301 -0.9712 -0.20515 -0.65175 -0.1884 0.74655 -0.308 0.2477 -0.95565 -0.42335 0.8765 0.6296 0.4172 0.33855 0.5092 -0.8864 0.53405 -0.8645 -0.38345 -0.98775 -0.2782 -0.3405 0.6352 0.69595 0.0134000000000001 0.4135 0.49775 0.9187 -0.7103 0.23955 -0.78775 -0.0481999999999999 -0.0736 0.3304 0.75495 0.6416 -0.8744 0.25765 -0.6282 -0.0559499999999999 0.1981 -0.54095 -0.85905 0.54975 -0.81875 0.12225 -0.15345 0.1839 -0.91115 -0.30665 -0.5551 0.0195000000000001 0.7478 0.2326 0.79135 -0.2133 0.69055 -0.21875 -0.0386 -0.1326 0.76475 -0.19995 -0.75615 0.22425 -0.79085 -0.0911999999999999 -0.5723 -0.31625 0.1783 -0.1264 0.37145 -0.0535 -0.0736 -0.61195 0.39495 0.2157 -0.4169 0.50175 -0.2577 -0.1545 0.5319 -0.05355 -0.3869 0.58595 0.0969500000000001 0.67955 0.52565 -0.19855 0.433 -0.4823 0.0243 -0.6979 -0.9993 -0.34385 -0.34525 -0.63665 -0.8078
"YOR298C-A_sn1923" 0.42755 -0.2699 0.41425 0.84855 0.1562 -0.1827 -0.521 -0.7854 -0.82045 0.9144 0.658 0.8252 0.11905 0.44965 0.59025 0.8294 0.60905 0.3806 -0.4096 -0.8624 -0.7935 -0.4927 0.0992500000000001 -0.5546 0.4458 -0.34975 -0.22035 -0.84005 -0.7598 -0.05375 0.53965 -0.0649 0.29245 0.79715 -0.00984999999999991 0.1238 0.0975000000000001 0.9151 0.41065 -0.8824 -0.69685 0.41655 0.88415 -0.36855 -0.68375 0.8679 -0.4008 -0.96955 -0.8448 -0.4281 -0.8533 0.17485 -0.9787 -0.45785 0.89315 -0.98925 0.93215 0.9856 -0.4758 -0.7488 0.2236 0.17675 0.17865 -0.49935 -0.2895 -0.42905 0.3431 0.2691 -0.6334 0.2521 -0.9502 -0.5925 0.64455 0.7276 -0.2887 -0.2833 -0.84985 0.713 -0.5562 -0.49345 -0.321 -0.84625 -0.4485 0.00165000000000015 -0.7647 0.55955 -0.3532 -0.6026 -0.6602 0.755 0.4302 0.8317 0.7709 -0.7811 0.53055 -0.16885 -0.11435 -0.50415 0.25985 0.3761 -0.12145 0.80535 -0.58555 -0.2097 -0.07075 -0.1221 -0.36295 -0.12325 -0.8452 0.38705 0.8236 0.29315 -0.33675 0.1457 0.40805 -0.0562999999999999 -0.6562 0.5491 -0.24805 0.0770999999999999 0.32105 -0.60235 0.28385 0.6469 -0.98735 0.0608500000000001 -0.7992 -0.91115 0.3798 -0.5717 -0.27095 -0.27515 0.786 0.1821 0.63405 0.56845 0.50145 0.3975 -0.5535 -0.97825 -0.44815 -0.2465 0.17315 -0.5878 -0.0255 0.69525 0.98665 0.52985 -0.3329 -0.3807 0.5785 0.7641 -0.0240999999999999 -0.40275 -0.73655 -0.8074 -0.93815 0.9888 0.12535 0.47085 -0.2609 -0.711 0.69445 0.5596 0.88285 -0.504 0.6039 -0.3179 -0.28875 0.8619 -0.39605 0.2094 0.9846 0.0703 0.073 -0.1014 0.35955 0.6201 0.0786500000000001 -0.87805 -0.7806 -0.9318 -0.3116 -0.78075 0.0467500000000001 -0.62585 0.57275 0.0952 -0.684 0.69335 0.8197 -0.7387 0.8609 0.1791 -0.5741 -0.0401999999999999 0.755 -0.41395 -0.7259 0.36335
"YOL077W-A_sn2419" 0.7686 0.91945 0.90415 -0.77165 0.51535 -0.73945 -0.2515 -0.6502 -0.656 -0.7761 0.8108 -0.82835 -0.64455 -0.53925 -0.5742 0.43415 0.59025 0.4782 -0.43235 -0.91255 0.80505 0.43965 0.16805 -0.99965 -0.9563 0.67985 0.4243 0.4856 0.59915 0.12625 0.6061 -0.71685 0.80205 -0.7563 -0.8211 -0.77315 -0.2681 -0.28455 0.17505 0.54575 0.25165 -0.7734 0.5842 -0.31015 0.34195 0.5899 -0.0350999999999999 0.41455 0.1366 0.6492 -0.5428 -0.72665 0.9836 -0.98125 -0.9312 -0.56715 -0.0955499999999999 -0.0018999999999999 -0.5744 0.46 0.10925 -0.2699 -0.97505 0.663 0.8764 0.1574 -0.4664 -0.5514 0.8592 0.56165 -0.6171 -0.1701 0.4144 -0.0416 0.46835 -0.4638 0.6748 0.37435 -0.2292 -0.93265 -0.57155 0.4497 -0.247 -0.05655 -0.11585 0.6325 -0.0620499999999999 -0.0825499999999999 -0.27125 0.11395 -0.1476 -0.56865 -0.26345 -0.98705 0.2827 -0.89945 0.7841 -0.34425 -0.18815 -0.873 -0.93825 0.0218500000000001 -0.344 0.0699000000000001 -0.4777 0.838 -0.81975 -0.3109 -0.2011 0.66615 -0.12275 0.5623 0.3524 -0.47015 0.70395 -0.36315 0.35085 0.30015 0.74415 0.0181500000000001 -0.67985 0.53645 0.54675 -0.131 -0.94505 -0.76435 0.194 0.0325500000000001 0.3841 -0.84055 0.9259 -0.6045 0.2121 -0.67675 0.09575 -0.2745 -0.24185 0.42805 -0.713 0.6293 0.78505 -0.1898 0.7359 -0.15195 -0.7414 -0.04275 -0.8047 0.2572 0.4936 -0.22485 0.0964 -0.95465 0.1229 -0.934 -0.6025 -0.12475 0.3517 -0.35855 0.1692 0.0446500000000001 0.19365 -0.1274 0.2846 -0.56445 0.41575 -0.39815 -0.80805 -0.3086 -0.2097 0.94585 0.3308 -0.87435 0.63255 -0.36585 0.92695 0.4615 -0.52725 0.3222 -0.80125 -0.3808 -0.5231 -0.89135 -0.0715 0.37755 -0.41595 0.308 -0.1452 -0.46835 0.0504500000000001 0.81065 -0.15115 0.55495 0.64875 0.1502 -0.75675 0.07525 0.80245 -0.6059 -0.63365 0.6259
"YLR238W_sn694" 0.64 0.5316 0.9404 -0.878 -0.0474 0.5426 0.9987 -0.3864 0.0967 -0.9414 -0.56485 0.30655 0.1144 0.8389 -0.17315 -0.0561999999999999 0.0195000000000001 0.0527500000000001 -0.69935 0.8911 -0.7412 -0.37965 -0.559 0.49195 0.5629 0.30915 0.29645 0.9474 0.0339500000000001 -0.61055 0.3992 -0.5993 -0.0290999999999999 0.81315 0.00829999999999997 -0.5877 -0.32295 -0.20425 -0.50725 -0.9362 -0.396 -0.32175 -0.82365 0.94035 0.1268 -0.3137 0.78505 -0.66915 0.9625 0.5702 0.6503 -0.17735 -0.17585 -0.136 -0.36455 -0.99755 -0.74745 -0.47675 -0.6897 0.51315 -0.0409499999999999 0.58075 -0.2892 0.56565 0.69875 -0.28965 0.1212 0.91775 0.5265 -0.45985 0.80455 -0.20475 -0.97255 0.0319 -0.13155 -0.0767 -0.4642 -0.0229499999999999 0.3072 -0.134 -0.82345 0.7906 0.1983 -0.6005 0.20045 -0.0871499999999999 0.5887 -0.89 0.25985 -0.60515 0.0887 -0.18375 0.54425 0.63695 0.64335 -0.95315 0.73565 -0.6302 0.68005 0.13975 0.357 0.26925 0.53855 0.7915 -0.864 -0.13395 -0.12355 0.4416 -0.5347 0.75065 -0.51125 -0.05275 0.8156 0.74115 0.625 0.4751 -0.25335 0.6206 -0.482 0.0222 0.3295 0.60695 0.413 0.9433 -0.62475 -0.8131 -0.63965 0.26035 0.21675 0.41995 -0.8355 0.59195 -0.4006 -0.74775 -0.92975 -0.32465 0.14695 0.25745 -0.1051 0.7699 -0.3218 -0.4706 -0.48955 0.168 0.0342 -0.14875 0.7244 -0.86325 -0.0894999999999999 0.5331 0.7509 0.9599 0.97095 0.0823500000000001 -0.89405 -0.35375 0.03295 -0.13895 0.1614 -0.0821999999999999 0.62805 -0.91505 0.59175 -0.91195 0.14015 0.84665 0.70975 -0.2121 0.00229999999999997 0.86995 -0.79415 -0.20705 0.0165500000000001 0.1095 0.2447 -0.99105 0.52595 0.4807 0.94825 -0.5212 -0.7707 0.1046 0.14355 0.7806 0.6341 0.19265 0.80555 -0.1389 0.0299 -0.21305 -0.6652 -0.83495 -0.8497 -0.4168 0.9368 0.3825 0.478 -0.4852 -0.52985 0.0800000000000001
"YPL207W_sn98" -0.5666 -0.2361 -0.4519 0.22225 -0.5061 0.10625 0.2421 0.2771 0.8215 0.3404 0.1888 -0.6902 -0.3806 0.12325 -0.68 -0.8844 -0.5472 0.4995 -0.6851 0.76285 -0.6528 -0.4082 0.44305 0.6481 -0.0532499999999999 0.905 -0.9736 -0.0823999999999999 -0.1191 0.35785 -0.32935 -0.6403 0.18685 -0.0622999999999999 0.6956 0.30125 0.76705 -0.35365 -0.5753 -0.12445 0.21185 0.857 0.14195 -0.07275 0.52645 -0.35935 -0.50575 -0.38 0.1871 0.3626 -0.98735 -0.23005 0.69285 0.3605 0.9906 -0.5415 -0.71385 0.01095 0.7811 -0.42595 -0.46495 0.463 -0.09205 -0.95195 0.258 -0.1664 0.1121 0.4363 -0.41025 -0.34565 0.29125 -0.17015 0.085 0.1345 -0.14175 -0.7751 0.8626 0.1921 0.193 0.59205 0.1115 0.27495 0.69195 -0.63495 -0.7221 -0.91165 -0.29545 0.6607 0.44665 -0.47145 -0.28385 0.65155 0.15895 -0.17865 0.00229999999999997 -0.9264 0.958 -0.38465 -0.5479 -0.0761999999999999 0.50595 0.1023 0.8941 -0.3593 -0.0129999999999999 0.52625 0.08175 0.86635 -0.32035 -0.2484 0.54265 -0.82645 -0.48585 0.79975 0.4181 -0.10245 0.6546 0.24115 -0.8155 0.0778000000000001 0.4898 0.806 -0.8026 -0.6472 0.62325 -0.28585 0.89185 -0.6435 0.67615 0.9601 0.56795 0.4644 0.1199 0.29135 -0.36415 0.6915 0.7644 -0.0967 -0.7029 -0.9705 -0.1235 -0.9048 -0.6179 0.77985 0.5931 -0.73875 -0.3304 -0.79375 -0.2976 0.1044 0.1093 0.20345 -0.39 -0.40775 -0.2414 -0.2205 0.69055 0.13225 -0.62885 -0.4409 0.153 0.824 -0.8962 0.0476000000000001 -0.1058 -0.16765 -0.43935 -0.68925 0.60405 -0.411 0.2589 0.60705 -0.0338999999999999 -0.2561 -0.82795 -0.60515 -0.48065 -0.7559 0.89705 0.0578000000000001 0.37565 0.914 0.8812 0.0902499999999999 0.0768500000000001 -0.53035 0.65625 0.6641 0.8465 -0.21905 -0.7327 0.8034 -0.7973 -0.43205 0.22545 -0.15985 -0.5491 0.1395 0.88005 -0.41605
"YGL010W_sn83" 0.4609 0.3214 -0.8127 0.43125 -0.93175 0.0125999999999999 0.0477000000000001 0.99295 0.0962499999999999 0.18935 -0.74835 -0.52025 0.55845 -0.89925 -0.2556 0.0305 -0.1371 0.6889 -0.49985 0.6656 0.1126 -0.08275 0.6259 -0.4109 0.9956 -0.53545 -0.21405 0.154 0.5635 -0.7108 -0.50285 0.8288 -0.61065 0.60365 -0.02335 0.7047 -0.2952 -0.91435 0.27295 0.65525 0.6069 -0.8696 0.6722 -0.93665 0.98 -0.8625 -0.9159 0.9151 -0.13545 0.6684 -0.60025 0.3549 0.1802 0.2342 -0.0639999999999999 -0.9251 0.97685 0.2428 0.5607 -0.21965 -0.78715 -0.0376 -0.56665 -0.59835 0.5402 -0.27245 -0.59185 -0.57565 -0.701 -0.03135 0.8005 -0.9737 0.29275 -0.5219 -0.0347999999999999 0.72435 0.9683 -0.3331 0.9532 -0.54995 -0.87085 0.7134 0.19805 0.38085 -0.8039 0.5846 -0.29115 0.66855 -0.3654 -0.1802 0.7794 -0.80265 -0.188 -0.41045 0.0633000000000001 -0.32195 0.5153 -0.0843499999999999 0.46035 0.55545 -0.5371 -0.31805 -0.8095 0.0486500000000001 -0.8883 -0.5003 0.1839 -0.601 -0.3698 0.96055 0.79315 0.56775 0.0452000000000001 -0.99085 0.2584 0.1346 0.1477 -0.1016 -0.3728 0.18 -0.56765 -0.0952499999999999 -0.64365 -0.87985 0.49365 0.7049 0.1783 -0.34845 -0.22435 -0.6411 0.23745 -0.98115 0.3303 -0.9961 -0.7902 0.1579 -0.9493 -0.993 0.8501 0.34625 0.6484 -0.6633 0.8775 0.7221 0.7517 -0.68875 -0.11995 0.71595 0.54625 -0.9608 -0.9945 0.97435 -0.29815 0.75645 0.2716 -0.3093 0.1458 -0.756 -0.6045 -0.7112 0.27225 -0.7896 -0.824 -0.25305 0.85715 -0.3371 0.82935 -0.8053 0.4052 -0.7415 -0.31385 -0.38125 -0.41055 0.18925 -0.75455 -0.9625 -0.88775 -0.75685 -0.43875 0.84155 -0.8569 -0.8444 -0.57665 0.9347 0.14675 0.4707 -0.23225 0.1279 -0.09605 0.6396 0.9705 0.8178 -0.0605 0.6098 0.345 0.0231000000000001 0.97475 0.42015 -0.40495 -0.0653499999999999
