"YKL105C_dma2844" "YJL012C_dma2460" "YMR020W_dma3647" "YOL150C_dma4408" "YDR502C_dma5259" "YBL010C_dma88" "YJL060W_dma2477" "YMR326C_dma3914" "YIL035C_dma2280" "YDR169C_dma955" "YBR170C_dma336" "YFL007W_dma5286" "YFL006W_dma1487" "YPL239W_dma4962" "YGL085W_dma1667" "YOR105W_dma4532" "YDL033C_dma630" "YBR044C_dma206" "YCR063W_dma586" "YHR049W_dma2118" "YKL148C_dma2862" "YLL041C_dma3054" "YOL071W_dma4366" "YPL262W_dma5014" "YDR178W_dma951" "YDL124W_dma699" "YBR230C_dma401" "YOL055C_dma4334" "YER132C_dma1423" "YDL114W_dma706" "YCL013W_dma475" "YDR516C_dma1233" "YOR092W_dma4517" "YOL126C_dma4395" "YCL028W_dma501" "YER072W_dma1375" "YDR475C_dma1192" "YER042W_dma1337" "YHR016C_dma2098" "YKL151C_dma2859" "YKL149C_dma2861" "YOL064C_dma4348" "YJL121C_dma2516" "YJL120W_dma5179" "YLR089C_dma3191" "YHR139C-A_dma2176" "YGR212W_dma1978" "YOL086C_dma5363" "YOL087C_dma4380" "YCL025C_dma469" "YIR023W_dma2435" "YBR289W_dma449" "YHL025W_dma2060" "YJL175W_dma2564" "YDR463W_dma1199" "YBR068C_dma231" "YHR006W_dma2080" "YFL049W_dma1504" "YDR073W_dma888" "YDR128W_dma915" "YBL104C_dma173" "YKL176C_dma2888" "YML121W_dma3622" "YKR007W_dma2921" "YBR076W_dma247" "YDR508C_dma1216" "YDR509W_dma1215" "YMR304W_dma3909" "YLR436C_dma3485" "YDL172C_dma735" "YDL173W_dma734" "YHR178W_dma2213" "YGL023C_dma1597" "YJR066W_dma5319" "YJR139C_dma2730" "YDR157W_dma939" "YER052C_dma1350" "YDR158W_dma938" "YOR184W_dma4596" "YGR208W_dma1958" "YHR009C_dma2079" "YCL062W_dma521" "YCL063W_dma520" "YJL057C_dma2480" "YOR333C_dma5347" "YOR334W_dma4739" "YPL060W_dma4801" "YKL106W_dma2843" "YLR374C_dma3419" "YLR373C_dma3420" "YGR071C_dma1840" "YMR085W_dma3674" "YGL202W_dma1739" "YIL012W_dma2251" "YKR099W_dma3018" "YDL106C_dma688" "YDL181W_dma749" "YDL182W_dma748" "YDL183C_dma747" "YBR291C_dma447" "YDL131W_dma715" "YOL067C_dma4346" "YGL252C_dma1770" "YOL027C_dma4299" "YNL037C_dma3972" "YOR135C_dma4556" "YOR136W_dma4555" "YNL063W_dma3980" "YNR055C_dma4270" "YGL059W_dma1621" "YOR276W_dma4676" "YOR277C_dma4675" "YOR197W_dma4631" "YKL171W_dma2891" "YGL051W_dma1627" "YGR268C_dma2011" "YOR255W_dma4666" "YMR247C_dma3860" "YDL175C_dma755" "YPR157W_dma5144" "YOL107W_dma4388" "YPL200W_dma4941" "YBR040W_dma210" "YLL019C_dma3044" "YLL020C_dma3043" "YDR436W_dma1167" "YMR265C_dma3868" "YLR020C_dma3111" "YNR047W_dma4252" "YHR132W-A_dma2161" "YLR219W_dma3286" "YOL136C_dma4413" "YNL156C_dma4052" "YPL187W_dma4928" "YPL208W_dma4934" "YLR450W_dma3497" "YML075C_dma3580" "YGR282C_dma2005" "YML017W_dma3519" "YJR131W_dma2735" "YJR150C_dma2745" "YIL037C_dma2278" "YOR029W_dma4463" "YNL045W_dma3967" "YOL114C_dma4404" "YGL199C_dma1718" "YOL109W_dma4386" "YNL104C_dma4015" "YMR104C_dma3707" "YJR116W_dma2702" "YHR195W_dma2225" "YHR176W_dma2214" "YKL005C_dma2740" "YDR476C_dma1191" "YJR125C_dma2718" "YGR256W_dma1994" "YNL115C_dma4010" "YFL033C_dma5267" "YJL162C_dma2550" "YKR102W_dma3015" "YKL221W_dma2926" "YLR118C_dma3216" "YPL245W_dma4958" "YBR149W_dma305" "YBR186W_dma345" "YBR008C_dma189" "YCR106W_dma623" "YHR143W_dma2173" "YDR479C_dma1190" "YLR324W_dma3368" "YIL114C_dma2361" "YLR012C_dma3119" "YMR302C_dma3889" "YLL051C_dma3091" "YIR035C_dma2447" "YJR010W_dma2607" "YJR096W_dma2669" "YJL161W_dma2551" "YHR153C_dma2191" "YIL113W_dma2362" "YMR095C_dma3691" "YMR096W_dma3690" "YBR218C_dma367" "YOR316C_dma4725" "YJL065C_dma2474" "YJL064W_dma2475" "YOR304W_dma4700" "YGL133W_dma1691" "YOR097C_dma4514" "YPR063C_dma5074" "YKL174C_dma2890" "YOL155C_dma4427" "YOL159C_dma4425" "YNL134C_dma4042" "YOL158C_dma4426" "YMR145C_dma3756" "YKL178C_dma2886" "YHR103W_dma2139" "YKL163W_dma2874" "YDL168W_dma739"
"YER099C_sn4355" 0.9886 -0.47515 -0.7309 0.1482 -0.47625 0.73335 -0.9214 0.7996 0.04905 -0.24205 -0.1973 0.57045 0.9745 0.2665 -0.34775 0.8621 0.11 -0.8163 0.32735 -0.63 0.2319 0.15275 -0.82275 -0.51525 -0.40065 -0.69055 -0.12305 -0.3492 0.8394 0.46905 -0.71435 -0.8075 -0.38435 -0.5809 0.9991 -0.5834 0.67595 -0.85865 -0.3044 0.42015 -0.73995 -0.5308 -0.87045 -0.52205 0.11875 0.23605 -0.80465 0.6634 -0.0828 0.8488 -0.1717 -0.9909 0.3187 -0.11245 -0.68345 -0.56975 -0.0145999999999999 -0.534 0.90295 0.97685 -0.42665 0.1171 0.58675 -0.40305 0.0619499999999999 0.8158 0.1542 0.3951 0.40325 -0.4997 -0.5107 -0.12625 -0.983 0.0338500000000002 -0.0240499999999999 -0.56425 -0.0506 -0.3957 0.1916 -0.4189 -0.352 -0.7505 0.8747 -0.10555 0.9058 0.3358 0.1154 -0.8418 -0.29455 -0.36735 -0.2146 0.2746 -0.60825 0.0658000000000001 -0.05045 0.39515 -0.6518 -0.58235 0.507 0.9193 -0.1834 -0.50745 0.7853 0.8657 0.9135 0.83435 0.2193 -0.943 -0.51615 0.0502500000000001 0.54455 -0.3741 -0.0853999999999999 -0.3776 0.45005 0.9845 -0.3243 0.29695 0.57825 -0.4923 0.7017 0.6076 0.9985 0.0818000000000001 0.26765 0.02905 -0.73005 0.4097 -0.0387999999999999 -0.23645 0.88025 0.36535 0.8515 0.4187 0.22435 0.8985 0.5624 -0.4806 -0.3455 0.425 -0.71805 -0.2397 -0.3964 0.0923 0.27165 0.44745 -0.68105 0.0182500000000001 0.40815 -0.9008 0.833 -0.1539 -0.2418 0.24955 0.12115 0.4038 -0.1591 -0.6872 -0.55115 -0.57345 -0.33245 0.7015 0.8003 -0.6059 0.97155 0.18345 0.5778 -0.1483 0.97335 0.2838 0.0941000000000001 -0.0575 -0.16535 0.87915 0.9099 -0.7784 0.9906 0.5171 -0.81375 0.18195 0.8225 0.95205 0.2839 -0.34405 -0.37055 0.3466 -0.6732 0.3272 -0.37225 0.63085 -0.0278499999999999 0.47105 -0.73695 -0.3877 0.0650500000000001 0.6709 0.1208 0.23575 -0.76295 -0.93805
"YMR201C_sn1507" -0.1526 0.00924999999999998 0.8095 0.42515 -0.86155 0.9833 0.3518 0.7083 0.26375 0.80235 0.40265 0.91905 0.13355 -0.6577 0.2923 0.4286 -0.19385 0.50205 -0.7849 0.97085 -0.03065 -0.9558 0.99075 -0.2334 -0.6482 -0.6819 0.5654 0.0298500000000002 0.8452 -0.22625 0.77665 -0.49715 0.7371 0.2267 0.597 -0.4787 0.16925 0.4939 -0.16275 0.66155 0.92575 0.6531 0.81495 -0.7792 -0.4686 0.7728 -0.89925 0.8972 0.57995 -0.2753 -0.6049 -0.0953999999999999 0.55595 -0.97555 -0.173 -0.77775 -0.79625 0.6263 0.43875 -0.31635 0.71335 0.03715 0.2594 -0.45715 0.36445 -0.64565 0.14975 -0.29025 -0.46835 -0.82125 -0.16605 0.2219 -0.26165 -0.01425 -0.7872 0.1521 0.3203 -0.67435 -0.9844 0.5558 -0.15995 0.5712 0.71945 -0.5797 0.13755 0.81045 -0.9978 0.4563 0.67805 0.2904 0.3871 0.2616 0.8971 -0.72395 -0.8199 -0.4047 -0.5674 0.8813 0.4377 -0.1155 -0.56035 0.90355 -0.8075 -0.8091 -0.07 0.47505 -0.1592 -0.91445 0.67645 -0.2016 0.2299 -0.3731 -0.79015 0.4204 -0.0572499999999999 -0.00429999999999997 0.9164 0.46875 0.40165 -0.5424 -0.51625 0.1394 -0.40095 0.9073 0.35265 0.43645 0.82195 -0.93665 -0.0925499999999999 -0.25105 0.9113 -0.8764 -0.7187 0.0448999999999999 0.8429 0.146 -0.8675 0.2426 -0.0337499999999999 0.66065 -0.9057 0.1867 -0.59435 0.86055 -0.34025 -0.201 -0.38445 0.76065 0.52125 0.7337 -0.64495 0.7676 0.92505 -0.1989 0.82665 -0.44865 0.09415 0.56265 -0.77065 0.72465 0.5846 -0.6224 -0.1403 -0.9412 -0.3274 0.11 0.06715 -0.88045 0.71065 0.18955 -0.01235 0.78715 0.70865 -0.7007 -0.15925 0.52795 -0.35705 -0.9171 -0.66415 -0.05065 0.0299500000000001 -0.7427 0.88495 0.8596 -0.5698 0.3383 0.8492 -0.22085 0.9163 0.06575 -0.43505 -0.9388 -0.899 -0.74215 0.5154 0.3693 -0.63845 -0.5579 -0.34935 0.6812
"YLR188W_sn2259" -0.9486 0.66 -0.7857 -0.64805 -0.5535 -0.1343 0.0155000000000001 -0.65925 0.95965 -0.28105 0.8539 -0.89455 0.4059 -0.9873 0.39485 -0.3519 -0.85755 0.7548 0.55815 0.0527500000000001 -0.8796 0.59955 0.3228 -0.62995 -0.14795 -0.45905 -0.8503 -0.0732999999999999 -0.24075 0.46485 0.40475 -0.9861 0.321 0.64775 -0.5661 -0.5471 -0.23045 0.88005 -0.37055 0.84525 0.49985 0.64245 -0.91325 -0.0138999999999999 -0.2861 0.11995 -0.1705 0.2274 0.6849 0.2038 0.4568 -0.58335 -0.139 0.64845 0.7242 -0.18965 0.7306 -0.186 0.29715 -0.28005 0.0912500000000001 0.36045 0.3674 0.80395 -0.1661 -0.1615 0.8376 0.45065 0.70525 0.45225 -0.521 -0.4319 0.917 0.3115 -0.84725 -0.86295 0.57125 -0.2919 -0.34685 0.1093 0.37205 -0.1715 -0.0526 -0.20175 -0.55525 -0.0155999999999999 0.5673 -0.2612 0.1689 -0.97935 -0.8726 0.13725 -0.29965 0.8595 -0.0771499999999999 0.103 0.7146 0.0213000000000001 -0.55385 -0.43765 -0.0562999999999999 0.7054 -0.8935 0.6698 -0.07365 -0.5507 0.1007 -0.74965 -0.6558 0.21655 -0.8497 -0.15575 0.82865 -0.12855 -0.33965 -0.981 -0.1859 -0.12235 0.9309 -0.429 -0.3354 0.3036 0.2453 0.99915 0.4308 0.9202 -0.89685 0.3064 -0.60725 0.2922 -0.61365 0.2545 -0.2957 0.21155 -0.52475 0.00055000000000005 -0.0733999999999999 0.85905 0.949 0.69845 -0.7999 -0.0273 -0.8085 -0.23135 -0.11525 -0.6723 -0.3816 0.0340500000000001 -0.1282 0.6306 0.61305 0.60485 -0.7566 0.1558 -0.99115 -0.24395 -0.3108 0.36595 0.00485000000000002 -0.80065 -0.48785 0.52415 0.6302 -0.80385 0.0250000000000001 -0.4652 0.6043 0.7531 0.12865 0.0257000000000001 -0.00800000000000001 -0.53935 -0.8963 -0.31545 -0.58025 -0.2083 0.47705 0.30175 -0.12145 0.12185 -0.9782 0.7606 0.5934 -0.2984 0.93245 0.6922 0.4283 0.46395 -0.51845 0.1798 0.41065 0.71655 0.9479 0.15375 0.3676 0.7523 0.05945 0.9728 -0.9327 -0.774
"YER162C_sn1508" -0.5076 -0.29895 0.63885 -0.5458 0.4659 0.72605 0.6176 -0.3623 -0.9507 -0.0340999999999999 0.7996 -0.81375 -0.2514 -0.68115 -0.2469 0.3234 -0.59875 -0.0204 -0.7676 -0.47515 0.81875 0.74765 0.2932 0.9188 0.0903 -0.62775 -0.55345 -0.00109999999999999 0.0312000000000001 -0.8168 -0.762 -0.6099 0.526 0.2188 0.1143 0.38745 0.20365 -0.28805 -0.85245 0.9378 -0.7901 0.17845 -0.27465 -0.4923 -0.9747 -0.38705 -0.03925 0.2961 0.0121500000000001 -0.1926 0.32125 -0.4647 0.63565 -0.44245 0.97465 -0.5367 0.89985 -0.15755 0.70645 -0.47535 0.31945 0.5654 -0.6437 0.777 -0.35635 -0.73845 0.104 -0.934 -0.2255 0.31365 0.6736 0.19645 0.731 0.00730000000000008 -0.6782 -0.4316 -0.9338 -0.00574999999999992 0.70305 0.63785 0.52715 -0.5218 0.52815 -0.58165 -0.4058 0.11955 -0.5676 0.38005 0.42005 -0.73795 -0.83195 -0.20315 0.40285 -0.55745 -0.6042 -0.79375 -0.22745 0.0444500000000001 0.41315 -0.0554 0.86225 0.01085 -0.3412 -0.33875 0.7503 0.27005 0.5469 0.0567 -0.86555 -0.5705 0.6167 0.613 -0.7982 -0.10275 -0.4809 0.000350000000000072 -0.0751499999999999 0.60155 0.49165 -0.5801 -0.9242 0.0902000000000001 0.91 -0.5277 0.58955 0.63605 -0.0369999999999999 0.2014 -0.9675 -0.8628 -0.9266 -0.5029 -0.6494 0.3862 -0.7661 -0.8049 -0.89825 -0.9263 0.8032 -0.000950000000000006 0.81395 0.07555 0.30495 -0.6724 0.5143 0.89765 -0.2046 -0.0974999999999999 -0.09515 0.9399 0.7519 -0.2976 0.57035 -0.3826 0.46495 0.31235 0.2611 -0.4195 0.80155 -0.0521999999999999 0.2304 -0.64225 -0.92075 -0.8053 0.3291 -0.47625 -0.8342 -0.8942 0.74165 -0.2401 -0.31545 -0.92145 0.8175 -0.0847 0.49865 -0.31895 -0.3741 0.00819999999999999 0.2678 -0.39295 0.52725 -0.7587 0.95375 -0.47235 -0.4356 0.25425 -0.0377999999999999 -0.25635 -0.5646 0.18815 -0.1147 0.2895 0.0334000000000001 0.8979 0.38235 0.737 -0.84065 0.5715 0.6313 -0.4164
"YCL066W_sn4494" 0.738 -0.51525 -0.6059 -0.5134 0.82435 0.9603 0.122 -0.15845 0.03905 -0.0491999999999999 0.3383 0.77285 -0.7368 0.1588 -0.04765 -0.197 -0.536 -0.6262 0.88735 -0.45845 0.4089 0.8917 -0.6036 0.7624 -0.46775 -0.48975 0.9125 -0.17915 0.0587 -0.6904 0.7685 0.27125 0.1989 0.6597 0.61835 -0.9663 -0.9379 -0.207 0.4004 -0.1724 0.0243 0.79255 0.38245 -0.4388 0.43915 -0.0168499999999999 -0.3908 0.6392 0.49425 0.52115 -0.42465 -0.748 0.65625 -0.6067 0.43605 -0.04465 0.41355 -0.02335 0.0789 0.9479 -0.8647 -0.0640999999999999 -0.00744999999999996 0.4902 0.64825 -0.891 0.78465 0.8784 0.47645 -0.30125 0.6447 -0.8585 -0.3263 -0.1743 -0.49645 0.4166 0.51615 -0.09285 -0.6958 -0.3501 0.11795 -0.0972 0.0767500000000001 0.63605 -0.43015 -0.4048 -0.21785 -0.38285 -0.31125 -0.3835 -0.5188 -0.4277 0.7428 0.0113000000000001 0.7611 0.52535 -0.17635 -0.1673 -0.3175 -0.8505 0.78625 -0.19015 -0.7388 0.5969 -0.14625 0.3724 0.4396 0.0285500000000001 0.196 0.83785 0.1929 0.0580500000000002 -0.96305 0.91455 0.84995 0.36085 0.293 -0.5823 -0.16055 -0.90475 0.4182 -0.9493 0.61675 -0.9656 0.60545 0.2402 -0.56175 -0.00849999999999995 -0.0145 0.92555 0.582 0.30325 -0.63085 -0.67545 0.36955 -0.3105 0.77685 -0.42245 0.9818 0.75175 0.48205 -0.1925 0.30105 -0.4125 0.0859000000000001 0.1464 0.9637 0.83725 -0.5427 0.81955 0.6383 -0.10175 0.31485 0.0626 0.7316 -0.28445 0.9645 0.80115 -0.1475 -0.342 -0.0198999999999999 0.329 -0.5966 -0.6485 -0.5029 -0.23085 -0.4992 0.9756 -0.4026 -0.8707 -0.2909 -0.56035 -0.8659 0.7551 0.76045 -0.2638 -0.12345 -0.43465 -0.0497 0.67975 0.8555 0.31575 -0.34025 0.19245 -0.29155 -0.0421499999999999 -0.5361 0.50305 -0.4353 0.32025 -0.64975 0.4917 -0.8674 -0.40825 0.06355 0.46985 -0.4882 -0.25035 -0.0307999999999999 0.2913
"YOR298C-A_sn1923" -0.2133 0.5596 0.9194 -0.2263 -0.99605 0.69605 0.11395 -0.0942 0.8534 -0.5549 -0.8108 0.65985 -0.73835 0.1217 -0.2974 -0.66395 -0.4106 -0.72245 -0.9413 0.2908 0.2656 -0.8023 -0.1833 -0.27855 0.48035 0.1831 -0.04465 0.7523 -0.8818 0.8839 -0.04855 -0.06165 0.3605 0.8594 0.3589 -0.54015 0.89905 -0.46745 -0.6567 -0.31545 0.41995 -0.58805 0.43 -0.2634 -0.40725 0.0326 -0.07655 -0.6408 -0.3129 -0.971 -0.78775 0.27465 0.73335 -0.86495 -0.2963 -0.78295 0.95005 -0.14595 -0.5581 -0.00344999999999995 0.68085 0.76895 0.5839 -0.2078 -0.2758 -0.1869 -0.4014 0.325 0.3777 0.8866 0.9518 -0.28665 -0.08395 0.0211000000000001 0.0933000000000002 0.735 0.4615 -0.5676 -0.29155 -0.5635 0.9616 -0.23525 0.4389 0.2684 0.5183 -0.47005 0.61345 -0.89315 0.5432 0.89735 0.83045 0.2838 0.724 -0.5252 -0.1096 -0.7107 -0.2038 -0.9158 0.0749500000000001 -0.4854 0.016 -0.1244 0.12095 0.7686 0.86905 0.94475 -0.5122 -0.7673 0.86785 0.361 -0.7411 0.43855 -0.22415 -0.83245 -0.4673 -0.7366 -0.474 -0.4565 0.95625 -0.4136 0.52815 -0.7365 0.7725 -0.24075 -0.0669999999999999 -0.86925 -0.7942 0.16515 0.228 0.32915 -0.3805 0.16485 0.2888 -0.1671 0.4263 -0.319 0.40685 -0.3284 0.31765 -0.55255 -0.67585 0.78365 -0.92385 -0.60405 0.88565 -0.79515 0.86815 -0.9195 -0.2219 -0.5417 0.53065 0.4844 0.12175 0.17635 -0.6382 -0.4991 -0.39095 -0.62 0.62005 0.77195 -0.88515 0.30585 -0.7822 0.6704 -0.66405 -0.5452 0.17105 0.28195 -0.58755 -0.4805 -0.47495 0.9075 0.39825 0.60845 0.87835 -0.8348 0.6534 -0.0302 -0.5419 -0.65525 -0.69535 0.96665 0.8654 0.8864 0.7685 -0.6912 0.20205 -0.0927 -0.0881999999999999 0.8735 0.4576 -0.00984999999999991 0.7394 -0.57115 0.57155 0.00150000000000006 -0.8987 0.9938 -0.54845 -0.3393
"YOL077W-A_sn2419" -0.2544 0.94885 -0.75415 -0.0228499999999999 0.23305 0.9107 0.9041 0.925 -0.6689 0.1711 0.58205 -0.4033 0.9837 0.89555 0.07985 0.5302 0.60325 -0.9681 0.7958 -0.2436 0.0317499999999999 0.75135 0.1138 0.2791 0.9953 -0.8168 -0.1423 -0.70685 -0.29865 0.7029 0.69495 0.928 -0.61695 -0.68615 0.24295 -0.12775 -0.8301 0.3591 0.33755 -0.36385 -0.1798 -0.45675 0.49145 0.9408 0.27755 0.8787 0.0714000000000001 0.73135 0.9825 -0.74175 0.7844 0.3135 -0.60145 0.01145 -0.2806 0.516 -0.97915 -0.68765 -0.86105 -0.53045 -0.4977 -0.08915 -0.98825 -0.6729 -0.4782 0.3529 0.2985 0.26165 -0.6588 -0.08985 0.3758 -0.3799 -0.0720499999999999 -0.8565 0.42975 -0.90425 0.303 0.66005 -0.63715 -0.741 0.46225 -0.99045 -0.5709 -0.34175 0.6796 0.6811 -0.9248 0.5734 -0.86455 0.43285 0.71825 0.00105 -0.2419 -0.5685 0.16915 -0.573 0.518 0.25735 -0.5027 0.15325 0.30945 -0.8211 -0.2439 0.2148 0.59545 -0.5582 -0.97765 -0.9904 0.80715 0.27215 0.0855000000000001 -0.8117 -0.0618 0.1765 -0.4519 0.91715 0.879 -0.7967 0.83905 0.14095 -0.01245 -0.0327499999999999 0.5624 0.57315 -0.19115 0.8431 0.0142 -0.47745 0.18385 0.559 0.85305 -0.9852 0.3305 -0.6531 -0.85545 0.68495 -0.21315 -0.56585 0.6854 0.1947 0.0208000000000002 0.35465 0.5752 0.5049 0.6084 0.7706 -0.18795 -0.4297 0.97505 0.2469 -0.99605 -0.81865 0.1194 -0.4958 -0.09015 0.71655 -0.8128 -0.95625 0.48045 0.4934 -0.98305 0.88265 -0.89465 -0.11345 -0.15555 -0.0857 0.90605 -0.1262 0.97155 0.4318 0.7376 0.0723500000000001 -0.0144 -0.0764999999999999 -0.9274 0.15435 -0.5685 0.54975 0.3955 -0.33345 0.2479 -0.95795 -0.67675 -0.47205 -0.692 0.66275 0.3003 -0.5855 -0.35845 -0.02225 0.77515 -0.85615 -0.89775 -0.6471 -0.23575 0.0535000000000001 -0.5224 -0.70625 -0.53705 0.8233
"YLR238W_sn694" -0.072 -0.61675 -0.4116 -0.5305 -0.239 -0.7369 0.89155 0.77615 0.3201 -0.32745 0.20715 0.43185 0.66055 0.75535 -0.72095 0.4954 -0.0934499999999999 0.00550000000000006 -0.56805 0.2291 -0.7922 0.3614 -0.9601 -0.85335 0.96415 -0.69175 0.9865 0.4494 0.88775 -0.8929 0.9444 -0.3262 -0.77955 0.79355 -0.94175 -0.5639 -0.8525 0.60325 0.49675 0.48125 0.41065 0.983 0.57855 0.23925 0.51415 0.5881 0.7913 -0.2126 0.6201 -0.7457 0.9976 -0.45905 0.34525 -0.2709 0.1882 -0.27705 -0.61935 0.87245 0.28455 0.7014 0.0684500000000001 -0.1642 0.80355 -0.62705 0.6903 0.72635 0.7274 -0.1525 0.12455 -0.5711 0.84715 0.2472 -0.65365 -0.5726 -0.70095 0.7698 -0.80695 -0.804 0.8793 -0.6723 0.6786 -0.65045 0.51455 0.0733000000000001 0.8143 -0.2098 -0.89195 -0.20615 0.0103500000000001 0.0788500000000001 0.54745 0.18245 0.3658 -0.4121 0.08565 -0.5805 0.75945 -0.57015 -0.0599499999999999 0.4449 0.85435 0.74565 0.75385 0.3857 -0.0629999999999999 0.3249 0.41605 0.95105 -0.588 -0.51845 0.9039 -0.3247 -0.03525 0.5698 0.0151000000000001 -0.52765 0.92865 0.76375 -0.6979 -0.0562999999999999 0.5964 -0.57205 0.0313000000000001 0.7027 0.0316000000000001 -0.43215 -0.1344 -0.40415 -0.0944499999999999 0.78405 0.20865 0.52675 0.83035 -0.1226 0.53065 0.5669 0.9898 -0.21175 -0.4163 0.85215 -0.55565 -0.3302 0.5436 0.20085 -0.6252 -0.2823 0.50885 0.12395 -0.35845 0.3106 0.0543 0.68165 -0.32925 -0.5087 0.10995 0.4471 0.0617000000000001 -0.94985 0.62075 0.32405 0.2906 -0.6469 -0.0602999999999999 -0.81125 0.7723 -0.61775 -0.0628 0.4836 -0.2643 0.40165 0.1061 -0.8395 -0.59545 -0.32835 -0.5059 0.4721 0.6391 0.5277 0.9198 0.6666 0.96995 0.8279 0.96785 0.94545 0.8367 0.55945 0.31235 0.9366 -0.78045 -0.8236 0.8962 0.5797 0.8894 0.49665 0.37835 -0.78565 0.8449 -0.1519 -0.9753 0.3993
"YPL207W_sn98" 0.82955 0.77245 0.0444500000000001 -0.52205 -0.82895 0.3252 0.07125 0.548 0.22315 0.59715 -0.40335 -0.61305 0.75195 -0.871 -0.4491 -0.86385 0.0663 -0.0968 0.5075 0.1 0.50185 0.6007 0.82785 0.0582 -0.1024 0.06775 -0.22395 0.97145 -0.46215 0.5029 -0.5997 -0.73915 -0.8809 -0.3151 0.254 0.85935 -0.2949 -0.3448 0.79485 -0.11745 -0.301 0.9178 0.64555 -0.991 -0.9753 -0.1849 0.2527 0.88025 0.06385 0.5956 0.91065 0.59705 0.64155 -0.96955 -0.36345 -0.0597 -0.84295 -0.2428 -0.8255 0.39445 0.9979 -0.8021 0.916 0.0835000000000001 -0.2494 0.16685 -0.83615 0.86945 0.68995 -0.505 -0.1617 0.6147 -0.57655 -0.0859 0.18915 -0.2375 0.17935 -0.3255 0.8632 0.6425 -0.9488 0.5484 0.57205 -0.00474999999999992 -0.77765 -0.96495 -0.4031 -0.2877 0.0788 0.96355 0.77295 -0.995 -0.0762499999999999 0.69005 -0.7963 0.4271 -0.90275 0.1518 -0.0458499999999999 -0.2445 0.13455 0.08535 -0.343 -0.0824499999999999 0.22375 0.2015 0.16635 -0.0826 -0.2121 -0.3351 -0.9937 0.90925 0.8217 0.7368 0.0640000000000001 -0.1489 -0.9799 -0.8613 -0.8667 0.1535 -0.9572 0.80045 -0.9355 -0.96885 0.77135 -0.83115 -0.4049 -0.926 0.6163 -0.65175 0.01145 0.34175 0.66055 0.56185 -0.62765 0.6205 -0.3179 -0.4901 -0.85 0.65125 0.26585 -0.5727 -0.91175 0.91045 0.69035 -0.97935 -0.85395 -0.0921 -0.21375 -0.07775 -0.3186 0.48295 0.74125 -0.9678 0.876 0.98025 -0.56405 0.4631 -0.5988 -0.6252 -0.97775 0.91595 -0.197 -0.62075 -0.6825 0.44595 -0.51275 0.79425 0.55975 0.4215 0.3216 0.04305 0.91385 0.3628 -0.1003 -0.434 -0.20855 -0.36935 0.4369 -0.0625 0.5363 0.0789 0.8924 -0.3246 -0.31245 -0.5633 -0.28575 -0.2951 -0.6138 -0.85745 0.57215 0.484 -0.6037 -0.1636 0.75955 0.9551 0.3144 0.7274 -0.07705 0.8232
"YGL010W_sn83" -0.76645 -0.5594 -0.2238 -0.5234 0.65545 0.51075 0.00970000000000004 0.581 -0.7388 -0.6585 0.6214 -0.2455 0.2222 -0.04635 -0.6615 -0.66585 0.25565 0.2962 -0.935 -0.8038 -0.00219999999999998 0.16085 0.40985 0.49155 0.94795 -0.32755 0.43525 -0.0630499999999999 -0.8062 0.5994 -0.8871 -0.65875 -0.49775 0.4201 -0.1155 -0.446 -0.78925 0.0774000000000001 0.12785 0.88455 0.80265 -0.21505 -0.4022 -0.60125 -0.91105 0.7361 0.43755 -0.1244 0.77205 -0.4299 0.2246 -0.8704 -0.23755 0.4561 -0.26385 0.89905 0.3549 0.29505 0.7609 -0.00184999999999991 0.7126 -0.4347 0.64035 0.2459 -0.20415 -0.23205 -0.92925 0.58495 0.89 0.8752 -0.25115 -0.74585 -0.22385 0.9748 0.7814 -0.4119 -0.30945 0.6928 -0.24945 0.7978 -0.51755 0.28635 -0.2883 -0.15345 -0.45645 0.36135 -0.8842 0.97085 -0.47595 0.3122 0.8316 0.698 -0.69275 -0.87415 -0.97885 -0.9225 0.2265 -0.4112 -0.16455 -0.22695 0.27215 -0.8214 -0.7811 0.3817 0.63095 0.45525 0.23465 0.76385 -0.14735 0.80495 0.7998 0.2562 -0.7115 0.95025 0.61285 -0.3419 0.5923 0.75235 0.01875 -0.951 0.41785 0.9439 -0.81315 -0.96205 -0.9354 0.0347 0.2049 -0.80995 -0.12735 0.2386 -0.3916 0.12305 -0.3082 0.74715 0.39475 -0.6286 0.42925 -0.7302 0.0851999999999999 -0.6617 -0.59895 -0.03955 0.865 -0.33495 0.3133 0.81175 0.81385 -0.0585 0.0972500000000001 0.34225 0.6499 -0.3664 0.72455 0.78065 -0.29835 0.5766 -0.2143 -0.7169 0.73705 0.73755 -0.3749 0.6012 -0.61325 0.1076 -0.96645 -0.3746 0.21925 -0.17145 0.71035 0.50635 0.1532 -0.72455 0.2897 0.21335 -0.5462 0.30865 -0.6772 -0.25465 -0.3825 -0.9529 -0.4768 -0.0454 -0.9478 -0.4474 0.9601 -0.1006 -0.0490999999999999 0.71775 -0.9454 -0.0510999999999999 0.1543 -0.9573 0.7237 0.226 -0.456 -0.5414 -0.7786 -0.7057 0.4309 -0.61995
